id,hover_description
41024183,Beautiful 1BR | Furnished Apt | Wi-Fi | Near Metro
41028528,"Cap Hill Corner-Clean, Cozy, Private, Parking"
41045077,Full Bedroom E w/Private Bathroom in #240
41049221,Affordable sleep 6 renovated ground floor unit
41049584,Capitol City Dreams
41049930,Rare affordable DC renovated sleep 18  tri-condos
41050961,Split Level Sleep 12 Condo Units A&G
41062883,Private room in Georgetown/Glover Park
41123506,"Cozy bedroom near Fort Totten, behind Catholic U"
41132050,Cozy Two Bedroom Getaway!!
41151596,*Full & Twin Private Bed&Bath in Brookland*
41152512,*Spacious Private Bed&Bath in Brookland*
41152887,*Master Private Bed&Bath in Brookland*
41170597,"Big, bright room near Fort totten and Catholic U"
41217130,"Bright, private Chevy Chase getaway"
41235661,Charming and Quaint DC Suburbia
41258738,Modern Garden Suite in Great Location
41298255,WONDERFUL TOWN-HOUSE APARTMENT IN CENTER OF DC
41319051,Cozy & Convenient Retreat in Lively Neighborhood
41320138,Modern luxury light filled penthouse w/roof deck
41342070,Walk to Capitol from Architectural Gem - Unit A
41344281,Private Room 5 Min from Metro-Parking Available
41352395,Delightful Two Bedroom English Basement
41377434,Lincoln Park Place/ Capitol Hill/ Cozy 1 Bdrm Apt
41481671,Renovated and clean Carriage House with Parking!
41498029,Georgetown – Best place to stay for visiting DC
41519309,"Blueground | Navy Yard, gym, doorman, nr metro"
41524252,Small private studio near Fort Totten & Catholic U
41528513,Centrally Located Beautiful Condo
41537206,Spacious & Bright home in Bloomingdale/Truxton Dc
41558012,Luxury Apartment in Historic Capitol Hill!
41566665,Modern Cozy Basement apartment
41608376,"Blueground | Mt Vernon, gym, w/d, nr metro"
41612888,Georgetown Historic Corner home -
41635110,Queen Bedroom A w/Private Bathroom in #289
41636721,"Blueground | Penn Quarter, gym, pool, nr Natl Mall"
41646213,Beautiful Bedroom in trendy area of the city.
41760756,The Penthouse Room
41838130,Delafield Palace
41853446,"Small, cozy, tree shaded room"
41872750,"Blueground | NoMa, gym, garden, nr Capitol Hill"
41873907,Florida ave Boutique Top level
41875412,"Blueground | Penn Quarter, gym, doorman, nr metro"
41876638,"Blueground | Penn Quarter, gym, pool, nr metro"
41880509,UPSCALE DC GETAWAY HOME ✭✭✭✭✭ PRIVACY and YARD!
41924071,"Blueground | Foggy Bottom, gym, pool, doorman"
41929080,Lincoln Park Place~Capitol Hill + PKG
41983676,Privacy and perfection in Petworth
41992846,"Eaton DC, Cabin Queen"
41992970,"Eaton DC, Cabin King"
41993096,"Eaton DC, Study King"
41993155,"Eaton DC, Pied-a-Terre Jr. Suite"
42003632,Luxury 1 bedroom Condo centrally located in DC
42033350,"Blueground | NoMa, gym, garden, nr Union Station"
42033815,"Blueground | Mt Vernon, gym & pool, nr Chinatown"
42034729,"Blueground | Foggy Bttm, gym, pool, nr Georgetown"
42037592,Capitol Hill/Eastern Market Carriage House
42046602,Stunning Home on Capitol Hill
42068276,Luxury rowhouse w/parking - centrally located
42073006,Capitol Hill Charm ~ Modern Refinement
42108500,Queen Bedroom 2C w/Private Bathroom in #115
42108852,"Blueground | Mt Vernon, gym & pool, nr Chinatown"
42117377,"Luxury Row House, Walk to Monuments and The Wharf"
42130320,"Cozy Home w/ Free Parking! Clean,Comfy&Convenient!"
42222012,Bright 2BR | Full Furnished | Laundry | Wi-Fi| Gym
42247870,"Lovely DC/Shaw Studio aprtmt, amazing location!"
42291087,District Studio
42296497,The Urban Oasis: Modern 1-Bedroom Gem
42316829,726 Rock Creek - Unit 3: Just For Your Convenience
42400486,Cozy Renovated 2 Bedrooms/2 En suite Bathrooms
42403607,"Blueground | Navy Yard, pool, w/d, nr Capitol Hill"
42403785,"Blueground | Mt Vernon, fitness center & pool"
42424884,"Blueground | Mount Vernon, gym & pool, nr NoMa"
42426198,"Blueground | Mt Vernon, gym, roof, nr restaurants"
42449735,AU Park/Little House
42459578,"Walk to U.S. Capitol, Restaurants, Park + Parking!"
42490650,"Incredible Location, steps from 14th!"
42495300,"Quiet, Hidden Gem in the Nation’s Capital"
42503052,DC Urban Oasis - Best Value in Town!
42588777,The Cozy Fox in NW DC!
42590098,| Sleek City Rowhome | 9 Min Walk to Metro |
42616622,"Blueground | Foggy Bottom, pool, nr World Bank"
42619320,Petworth Garden Apartment w/ Private Entrance
42620250,"Stylish, Private 2 BR Apt in Renovated Townhouse"
42633209,"Lovely 2 bd, 1 ba with first floor seating area"
42650292,𐂂Kids Friendly ❅FreeParking❆RokuTV❅Playground❅Zoo❅
42694055,Renovated Detached House w/ off-street parking
42867623,Beautiful 1 Bedroom English Basement Entire Apartm
42879511,Supersized Apt in Trendy Cap Hill Location
42882117,Hidden Gardens in the Heart of Cathedral Heights.
42929391,Sojourn on The Hill | A Modern 1 Bedroom
42937437,K st. Trolly District
42938773,"Blueground | Dupont Circle, nr metro & Glen's Mkt"
42938788,"Blueground | Mt Vernon, gym, roof, nr metro"
42939091,Modern & comfortable 2-BR 1.5-BA near US Capitol
42941255,Sojourn the 13th Street Flats
42971810,Queen Bedroom B in #289: Petworth
42986431,"Modern, Chic, Walk to Shops and Private Parking"
43006177,Historic Anacostia Home ~3 Mi to US Capitol!
43032127,Queen Bedroom 2A in #176: Capitol Hill
43032659,Full Bedroom C w/Private Bathroom in #240
43032991,Queen Bedroom A in #204: Columbia Heights
43044374,Heart of Georgetown: RooftopPatio+RokuTV+FAST WiFi
43056998,Queen Bedroom D in #337: Columbia Heights
43065641,"Blueground | Navy Yard, doorman, pool, nr metro"
43075083,Full Bedroom D in #178: H Street
43076010,Queen Bedroom E in #337: Columbia Heights
43078743,"Convenient, comfortable 1BR Capitol Hill apartment"
43092901,Queen Bedroom B in #336: Columbia Heights
43111277,"15 mins to attractions, free parking,walk 2 metro"
43124008,Queen Bedroom 2A in #179: Capitol Hill
43131526,Queen Bedroom C in #288: H Street
43138048,Queen Bedroom 2E in #105: Capitol Hill
43138179,Queen Bedroom C in #289: Petworth
43147846,"Blueground | Penn Qrtr, pool, nr National Mall"
43186270,Sojourn at The Paden | Capitol Hill | #B2
43186585,Sojourn At The Paden | Pets Welcome
43186713,Sojourn at The Paden | Capitol Hill | #102
43220779,Modern Victorian Apt.- near National Mall
43286567,Bright newly renovated 1br in Capitol Hill
43303387,1BR Modern Shaw Oasis
43375153,Adorable furnished 1 Bedroom - Georgetown/Dupont
43415299,Centrally-Located Well-Decorated Solar-Powered!
43432062,Sojourn The 13th Street Flats
43474809,Neat DC Studio
43475702,Private Suite w/private entrance near Metro.
43479699,Capitol Hill Cool Pad
43479886,Capitol View One-bedroom suite with Kitchenette!
43534310,"Walk to Nats; 3B/3BA, grill, roof deck w fireplace"
43569290,The Treetop Bungalow  - A Lush Washington Oasis
43585808,Queen Bedroom 1B in #175: Columbia Heights
43652954,Gorgeous Home Tucked Away in Greener Part of Town
43676822,Studio A · DuPont Circle/Kalorama Luxury Apartment
43676824,Suite B · DuPont Circle/Kalorama Luxury Apartment
43676905,Suite C - DuPont Circle/Kalorama Luxury Apartment
43703449,1 Br Apt  with own parking with convenience in DC
43730156,Historic Bloomingdale• 2br/sleeps 6•Street Parking
43767520,Spacious NE DC Retreat - Room for the Whole Family
43770692,Waterborne adventure on Chriscraft Catalina
43778862,"Spacous 1 Bedroom, Private Patio in Heart of D.C."
43842273,"Blueground | Foggy Bottom, gym, nr GWU, metro"
43868902,Family Friendly Apartment in Historic Capitol Hill
43884836,New! Stylish 1BR in Heart of Capitol Hill W/Patio!
43939342,Comfortable & Spacious Studio in Great Location
43982311,Cozy Capitol Hill Studio in Victorian Rowhouse
44004664,"Superb location, garage parking included"
44063409,"ARC Hotel, View King"
44119683,Luxury queen size bed bedroom and private bathroom
44119904,Luxury two full beds bedroom and private bathroom4
44120058,Luxury two queen beds bedroom and private bathroom
44206370,Heart of Cap Hill with Park Pass
44207610,Sojourn on 5th Unit 203
44207611,Sojourn on 5th Unit #303
44207617,Sojourn on 5th Unit 304
44223406,Queen Bedroom 1B in #105: Capitol Hill
44272586,Spacious Newly Renovated 5-Star DC Experience
44378904,Upscale Penthouse Rooftop TV+Capitol+Monument View
44380863,Columbia heights basement
44389677,"Private Basement Unit - Free Parking, Pet Friendly"
44406268,PRIVATE ROOM/BATH/ENTRANCE in beautiful safe NW DC
44406768,Hidden Gem 2BR w/ Patio Garden + Private Entrance
44433902,Garden of Eden: Large Private Room by Park
44443615,Chic & Cozy space w/ private entrance & parking
44465992,Liz by Black Swan - Executive 2-bedroom
44483573,Private great size Room
44485729,The Chic Carriage house in Shaw! Sleeps 2
44519337,Liz by Black Swan - Spacious Studio
44519348,Liz by Black Swan - Executive Studio
44521112,"Spacious, Modern Apartment on 1st Street"
44521751,"Stay b/w Dupont, Logan Cir, U St, CoHi, & AdMo!"
44559749,Eastern Market Carriage house efficiency // PRIVACY
44597062,Ambassador’s Suite - King Size - Parking Included
44659351,Capitol Hill Adj. Home + Free Parking
44666220,Liz by Black Swan - Logan Circle
44678950,Beautiful just renovated home in DC NW!
44702772,Sojourn on 15th
44750418,New Renovated English Basement Apartment
44998059,Sojourn on 15th - 2br/ba
44998087,Sojourn on 15th
45001556,Magnificent Washington DC Townhome
45097082,Charming Basement Private Suite Near Metro
45177682,English Basement on Capitol Hill DC
45191510,Capitol Hill - Easy Metro Access & Free Parking
45223908,Hideaway 2021
45291574,Spacious Two Story House in Logan Circle/Shaw
45304193,1BR Fairlawn Suite
45313686,Spacious & Luxurious Penthouse @ Logan Circle U St
45385834,Modern 1BR apartment w/ full kitchen+private entry
45397440,Beautiful Private Room
45422087,Clean & Cozy in Capitol View
45436298,"Private DC Studio, No Contact Stay, Free Parking"
45450156,"DuPont/Logan Gem, Whole Foods, Metro, Restaurants"
45454629,The Dubois Place Respite
45495027,"Duo Nomad, 6 Bed Dorm"
45499064,"Duo Nomad, 4 Bed Dorm"
45499136,"Duo Nomad, 2 Bed Dorm"
45516768,"Private, newly renovated apt in Takoma/Brighwood"
45531297,Cozy 2 bdrm condo a few minutes from Capitol Hill!
45547278,Beautiful Condo in the Capitol Hill Neighborhood
45549299,Modern Columbia Heights Garden Apartment
45588901,Cozy 2 bed townhome with backyard
45597932,Lovely garden apartment in Brookland
45599687,“Cozy and Chic”  HUGE Studio in Columbia Hgts!
45623851,Your Next Stay Downtown! / Walk to the Whitehouse
45648413,2BR Capitol Hill Light Filled Home Family Friendly
45665091,"Blueground | Logan Circle, gym, nr 14th st shops"
45669735,Sojourn at The Paden
45671786,Sojourn | Capitol Hill Flats | 001
45672224,Sojourn | The Capitol Hill Flats | 101
45672392,Sojourn | The Capitol Hill Flats | 201
45672873,Sojourn | The Capitol Hill Flats 1 BR Huge Windows
45673093,Sojourn | The Capitol Hill Flats | 202
45676408,Apt Close to Union Market & Cap Hill -free parking
45685198,"Private Room-City Living, Long Term Possible (B)"
45685304,Rock Creek Terrace
45698889,1BR Fully Furnished Apartments Near Waterfront
45719672,Upstairs of Capitol Hill Carriage House
45752364,Newly Renovated Private Ground Floor Suite
45753882,Trendy Home +Private Parking+ 5 min walk to Metro
45756100,Stunning 2BR-Steps to the US Capitol + Parking!
45770135,Cozy Gateway in the Historical Logan Circle / Shaw
45789238,1bd apt in Upper Georgetown( Washington DC)
45796599,Sunny studio - Wonderful view and location!
45857500,Private room #202 few minutes to Metro in D.C
45860529,Lovely basement studio
45898477,Art apt in DuPont circle
45916182,"Stunning renovated rowhouse, perfect location"
45942819,Contemporary Condo in Shaw/U Street
45959718,Explore DC - near Metro and free 1 car parking
45973079,Private English Basement in Petworth
45977033,Cozy 1-Bedroom Condo in Hillcrest
46048000,Brookland Quiet Living
46048362,"Ideal 1BR, steps to metro, U.S. Capitol & more"
46048577,Capitol Hill beauty - close to everything!
46049581,"Cozy studio, steps to metro, U.S. Capitol & more"
46049801,"Ideal studio, steps to metro, U.S. Capitol & more"
46049905,"Cozy 1BR, steps to metro, U.S. Capitol & more"
46146369,Private room in nice home with garden.
46231785,Private Room Natures Getaway - Fire Pit Sauna
46276795,Sonder Callisto | Studio Apartment
46277339,Sonder Callisto | Spacious Studio Apartment
46289608,Private room #8 few minutes to Metro in D.C
46337834,Luxury Studio | Highlife | Wharf Washington DC
46358889,Sonder Callisto | One-Bedroom Apartment
46372004,"The Driver's Rest Stop: Spacious, Bright & Clean"
46372366,Basement apartment with off-street parking
46376464,Sojourn on 19th-6
46407965,"Entire residential home 2 BD SEDC Min MGM, Wharf"
46418162,DC Rowhome + HUGE Roofdeck & Parking ✲ 4br | 3.5ba
46419132,Sojourn on 15th
46419149,Sojourn on 15th
46419342,Sojourn on 15th
46419375,Sojourn on 15th
46428174,Spacious Shaw Condo - Longterm Furnished
46433753,Calvert Street Cottage - Private English basement
46435428,"Capitol Hill, 9 Windows, FREE PARKING, Metro"
46447349,The Shaw White House - Charming 2BR/2.5BA Rowhome!
46451073,Sojourn on Q #201
46451085,Sojourn on Q #202
46453167,Modern apartment steps from DC's top restaurants
46453457,"Capitol Hill Studio on Lincoln Park, Free PARKING"
46472709,Sojourn on 19th Unit #6
46472744,Sojourn on 19th Unit #8
46475512,Sojourn the 13th Street Flats
46495546,Cozy & Modernly Decorated /Beautiful Neighborhood
46507680,Beautiful Capitol Hill Row House
46546172,Sunny Treetop View Flat in Dupont of DC
46551522,"New EasternMarket Stunner, Free PARKING, 1000sqft"
46578981,"DC 4 BR, Screen porch, Metro, w/ parking"
46602569,Newly Constructed Private Townhouse!
46615344,Just renovated apartment in the heart of DC
46618297,Hunt's Home
46635579,Cozy Studio w/Backyard - pets allowed
46646458,Modern and charming 1-bedroom in Capitol Hill
46665279,Modern 2 Queen Size  bed In DC w/Free Parking
46678410,"Luxury 2 Bedroom, 2.5 Bath Home w/Rooftop Terrace"
46694180,Sojourn on 19th #5
46696105,Sojourn on R #101
46696132,Sojourn on R #102
46707784,Bedroom for rent in spacious townhome
46713309,"Private Studio, Historic Home in Heart of DC"
46714908,Roomy and Well-equipped Studio with Backyard Oasis / Minutes to Takoma Park
46731252,Four blocks from the Capitol & Library of Congress
46738044,Chic 2-story Apartment in Superb DC Location
46760481,A calm oasis in Historic Anacostia
46771105,Modern City Basement Studio in Bloomingdale
46813754,Spacious and Comfortable Studio Apartment
46819326,The District Dream : Stylish Dupont Circle Studio
46835835,Entire Apartment - Contemporary Capitol Hill Suite
46861924,Spacious upscale condo in heart of Dupont Circle
46862752,Amazing Condo in heart of Dupont Circle
46875064,Sojourn | S Street | Dupont Circle
46875746,Modern Guest Suite (Kitchen+W/D+Private Entrance)
46902119,Sojourn SW DC
46918208,Hidden Gem - Modern + Metro + free parking (3)
46938999,Renovated One Bedroom Apt. in Historic District
46944930,Elegantly Spacious 5BR/2.5Ba Home - across Metro
46951758,Boutique Style Home - Rooftop w/Breathtaking Views
47011083,"Studio Apartment, Kitchen, FBath, Laundry, Parking"
47031108,"Sunny 2BR w/chef’s kitchen, patio, east Capitol"
47073574,Fully Loaded DC Condo off H Street Corridor!
47074315,Sojourn on 5th Unit 201
47124147,"Posh, high end luxury in the heart of D.C!"
47134889,Sojourn at The Paden | Capitol Hill | #202
47137816,Beautiful 2 Bed/1 Bath & Sofa Bed W/free parking
47160436,Sojourn | Foggy Bottom | #4
47187480,Queen Bedroom D w/Private Bathroom in #289
47196271,Liz by Black Swan 404 Executive Flat (1/1) NEW
47200180,Sojourn | Stylish 2 BR Hill Home | #407
47235306,Symon
47236883,Monic
47271360,Two Bedroom DC Getaway *Near Metro*
47276607,Spacious Suite With PVT Patio Near Union Market DC
47286904,"One Bedroom +office, in the heart of Capitol Hill"
47312241,Georgetown Condo with Private Patio
47327024,Renovated condo near American U.
47330219,"Blueground | Downtown, gym & doorman, nr metro"
47338049,Fusion of Luxury Living and Comfort In Georgetown
47350016,Classy Stay in Northwest Washington DC
47391929,"Remodeled 1 Bedroom, Amazing Location"
47392078,Calvert Alley Guestquarters
47407322,"Bright, Open, Contemporary InLaw Suite in Petworth"
47429290,Private Bedroom in Kalorama Neighborhood
47431222,Cozy English Basement/ Free Parking & Near Metro
47451426,Spacious Modern Oasis ~ in the heart of DC
47486234,Single Family Home Near Metro
47487277,Modern Room and Pvt Bath in Large 2 Lvl Condo
47495263,Modern Apartment 2 Blocks from Metro
47498455,Gorgeous Nest
47523463,Queen Bedroom C w/Private Bathroom in #311
47538203,Fresh Motif • Guest Suite of Historic Row House
47546873,Cozy room in a townhouse near everything
47548579,Lovely Basement Apartment in Petworth!
47568663,Modern & cozy private space in Riggs Park (NE DC)
47584906,Understated & Elegant // Downtown Designer 2-BR Suite
47591578,Idyllic island in the heart of Washington
47706436,"2BD, 2BA near Catholic Univ. Completely Private"
47802409,Rowhouse Close to H St + Private Patio
